List-ID,image_score,n_ratings,Strassenname,Name
948,3.3181818181818183,22,Grosser_Hasenpfad_60598,Grosser_Hasenpfad_60598.jpeg
949,4.0,13,Meininger_Weg_65931,Meininger_Weg_65931.jpeg
950,3.357142857142857,14,Nikolaus-Brum-Strasse_65936,Nikolaus-Brum-Strasse_65936.jpeg
951,3.1818181818181817,11,An_den_Pflanzlaendern_60488,An_den_Pflanzlaendern_60488.jpeg
952,3.533333333333333,15,Achenbachstrasse_60596,Achenbachstrasse_60596.jpeg
953,4.0,13,Herderstrasse_60316,Herderstrasse_60316.jpeg
954,3.3684210526315788,19,Lessingstrasse_60325,Lessingstrasse_60325.jpeg
955,3.0714285714285716,14,Kleiststrasse_60318,Kleiststrasse_60318.jpeg
956,3.142857142857143,14,Liesel-Christ-Anlage_60322,Liesel-Christ-Anlage_60322.jpeg
957,3.6666666666666665,15,Stephanstrasse_60313,Stephanstrasse_60313.jpeg
958,3.75,20,Jenaer_Weg_65931,Jenaer_Weg_65931.jpeg
959,2.769230769230769,13,Kolbenbergstrasse_60488,Kolbenbergstrasse_60488.jpeg
960,3.0588235294117645,17,Odenwaldstrasse_60528,Odenwaldstrasse_60528.jpeg
961,3.7058823529411766,17,Alter_Schulpfad_65934,Alter_Schulpfad_65934.jpeg
962,2.6666666666666665,18,Niedernhausener_Strasse_60326,Niedernhausener_Strasse_60326.jpeg
963,3.0,26,Oberraeder_Markt_60599,Oberraeder_Markt_60599.jpeg
964,4.0,6,Comeniusstrasse_60389,Comeniusstrasse_60389.jpeg
965,2.375,16,Kalbacher_Hauptstrasse_60437,Kalbacher_Hauptstrasse_60437.jpeg
966,2.3157894736842106,19,Klapperfeldstrasse_60313,Klapperfeldstrasse_60313.jpeg
967,2.7333333333333334,15,Rotfeder_Ring_60327,Rotfeder_Ring_60327.jpeg
968,3.125,16,Lindenhag_65933,Lindenhag_65933.jpeg
969,2.5454545454545454,11,Kirchpfad_60528,Kirchpfad_60528.jpeg
970,2.6666666666666665,15,Thomestrasse_65936,Thomestrasse_65936.jpeg
971,3.3333333333333335,12,Honsellstrasse_60314,Honsellstrasse_60314.jpeg
972,2.764705882352941,17,Deutschherrnufer_60594,Deutschherrnufer_60594.jpeg
973,1.894736842105263,19,Mainfeldstrasse_60528,Mainfeldstrasse_60528.jpeg
974,3.1,20,Carbonestrasse_60437,Carbonestrasse_60437.jpeg
975,2.125,16,Otto-Horn-Strasse_65929,Otto-Horn-Strasse_65929.jpeg
976,3.5238095238095237,21,Rotkehlchenweg_65929,Rotkehlchenweg_65929.jpeg
977,3.3684210526315788,19,Neue_Niedenau_60325,Neue_Niedenau_60325.jpeg
