Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type,Strassenname,Strassenname_äöü,imagelink,survey
2410,Vilbeler Straße,1,Innenstadt,70,1.01,1,Ost,1.0,60313,Vilbeler Straße 60313 Frankfurt,50.1168852,8.6861374,highway,way,Vilbeler_Strasse,Vilbeler Strasse,Vilbeler_Strasse_60313.jpeg,1
3274,Neue Börsenstraße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Neue Börsenstraße 60487 Frankfurt,50.1263637,8.6289641,highway,way,Neue_Boersenstrasse,Neue Boersenstrasse,Neue_Boersenstrasse_60487.jpeg,1
3163,Wilhelm-Schmelz-Weg,6,Nied,562,6.43,6A,Höchst,16.0,65934,Wilhelm-Schmelz-Weg 65934 Frankfurt,50.1060882,8.5833005,highway,way,Wilhelm-Schmelz-Weg,Wilhelm-Schmelz-Weg,Wilhelm-Schmelz-Weg_65934.jpeg,1
574,Burgenlandweg,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Burgenlandweg 60599 Frankfurt,50.0941736,8.7278512,highway,way,Burgenlandweg,Burgenlandweg,Burgenlandweg_60599.jpeg,1
3427,Karpfenweg,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Karpfenweg 60327 Frankfurt,50.0991894,8.6616454,highway,way,Karpfenweg,Karpfenweg,Karpfenweg_60327.jpeg,1
758,Eschersheimer Landstraße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Eschersheimer Landstraße 60323 Frankfurt,50.1299055,8.6720858,highway,way,Eschersheimer_Landstrasse,Eschersheimer Landstrasse,Eschersheimer_Landstrasse_60323.jpeg,1
1802,Niddagaustraße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Niddagaustraße 60489 Frankfurt,50.1267689,8.6092404,highway,way,Niddagaustrasse,Niddagaustrasse,Niddagaustrasse_60489.jpeg,1
1581,Lichtensteinstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Lichtensteinstraße 60322 Frankfurt,50.1271437,8.6817259,highway,way,Lichtensteinstrasse,Lichtensteinstrasse,Lichtensteinstrasse_60322.jpeg,1
1522,Kurzgasse,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Kurzgasse 60489 Frankfurt,50.1254673,8.6142583,highway,way,Kurzgasse,Kurzgasse,Kurzgasse_60489.jpeg,1
53,Alt-Eschersheim,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Alt-Eschersheim 60433 Frankfurt,50.162416,8.6567631,highway,way,Alt-Eschersheim,Alt-Eschersheim,Alt-Eschersheim_60433.jpeg,1
2281,Stegstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Stegstraße 60594 Frankfurt,50.1016191,8.6847109,highway,way,Stegstrasse,Stegstrasse,Stegstrasse_60594.jpeg,1
1016,Günther-Groenhoff-Straße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Günther-Groenhoff-Straße 60487 Frankfurt,50.1299845,8.6469944,highway,way,Guenther-Groenhoff-Strasse,Guenther-Groenhoff-Strasse,Guenther-Groenhoff-Strasse_60487.jpeg,1
2015,Riedrain,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Riedrain 65936 Frankfurt,50.1226916,8.5703481,highway,way,Riedrain,Riedrain,Riedrain_65936.jpeg,1
1229,Hügelstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Hügelstraße 60435 Frankfurt,50.1497001,8.675972,highway,way,Huegelstrasse,Huegelstrasse,Huegelstrasse_60435.jpeg,1
821,Flughafenstraße,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60528,Flughafenstraße 60528 Frankfurt,50.0679046,8.6334856,amenity,node,Flughafenstrasse,Flughafenstrasse,Flughafenstrasse_60528.jpeg,1
2156,Schneidmühlenweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Schneidmühlenweg 65929 Frankfurt,50.109656,8.539785,highway,way,Schneidmuehlenweg,Schneidmuehlenweg,Schneidmuehlenweg_65929.jpeg,1
867,Friedrich-Ebert-Anlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Friedrich-Ebert-Anlage 60325 Frankfurt,50.110307,8.6590225,highway,way,Friedrich-Ebert-Anlage,Friedrich-Ebert-Anlage,Friedrich-Ebert-Anlage_60325.jpeg,1
3419,Friedberger Tor,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Friedberger Tor 60313 Frankfurt,50.1178817,8.688181,highway,way,Friedberger_Tor,Friedberger Tor,Friedberger_Tor_60313.jpeg,1
10,Adlerflychtplatz,3,Nordend-West,201,3.21,3,Dornbusch,3.0,60318,Adlerflychtplatz 60318 Frankfurt,50.12427725,8.681756760648549,leisure,way,Adlerflychtplatz,Adlerflychtplatz,Adlerflychtplatz_60318.jpeg,1
1519,Kurhessenstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Kurhessenstraße 60431 Frankfurt,50.1486869,8.6565697,highway,way,Kurhessenstrasse,Kurhessenstrasse,Kurhessenstrasse_60431.jpeg,1
1778,Neue Mainzer Straße,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Neue Mainzer Straße 60311 Frankfurt,50.107557,8.6757955,highway,way,Neue_Mainzer_Strasse,Neue Mainzer Strasse,Neue_Mainzer_Strasse_60311.jpeg,1
2125,Schifferstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schifferstraße 60594 Frankfurt,50.1038618,8.6890228,highway,way,Schifferstrasse,Schifferstrasse,Schifferstrasse_60594.jpeg,1
1349,Kaiserstraße,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Kaiserstraße 60311 Frankfurt,50.1107293,8.6755811,highway,way,Kaiserstrasse,Kaiserstrasse,Kaiserstrasse_60311.jpeg,1
486,Braumannstraße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Braumannstraße 60435 Frankfurt,50.1525087,8.6906565,highway,way,Braumannstrasse,Braumannstrasse,Braumannstrasse_60435.jpeg,1
396,Berger Straße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Berger Straße 60316 Frankfurt,50.1204576,8.6960354,highway,way,Berger_Strasse,Berger Strasse,Berger_Strasse_60316.jpeg,1
476,Bornheimer Landstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Bornheimer Landstraße 60316 Frankfurt,50.1218229,8.698757,highway,way,Bornheimer_Landstrasse,Bornheimer Landstrasse,Bornheimer_Landstrasse_60316.jpeg,1
2795,Ben-Gurion-Ring,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Ben-Gurion-Ring 60437 Frankfurt,50.1930229,8.6618406,highway,way,Ben-Gurion-Ring,Ben-Gurion-Ring,Ben-Gurion-Ring_60437.jpeg,1
1249,Idsteiner Straße,1,Gallus,162,1.07,1,Gallus,4.0,60326,Idsteiner Straße 60326 Frankfurt,50.1052426,8.6293941,highway,way,Idsteiner_Strasse,Idsteiner Strasse,Idsteiner_Strasse_60326.jpeg,1
1898,Paul-Bode-Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Paul-Bode-Straße 60433 Frankfurt,50.1558653,8.6594493,highway,way,Paul-Bode-Strasse,Paul-Bode-Strasse,Paul-Bode-Strasse_60433.jpeg,1
1339,Juliusstraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Juliusstraße 60487 Frankfurt,50.1238616,8.6450024,highway,way,Juliusstrasse,Juliusstrasse,Juliusstrasse_60487.jpeg,1
2534,Wismarer Straße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Wismarer Straße 60323 Frankfurt,50.1303435,8.666415,highway,way,Wismarer_Strasse,Wismarer Strasse,Wismarer_Strasse_60323.jpeg,1
1547,Lappengasse,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Lappengasse 60386 Frankfurt,50.1255376,8.7693629,highway,way,Lappengasse,Lappengasse,Lappengasse_60386.jpeg,1
532,Bundenweg,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Bundenweg 60320 Frankfurt,50.140338,8.6809959,highway,way,Bundenweg,Bundenweg,Bundenweg_60320.jpeg,1
1294,In den Zeuläckern,11,Seckbach,390,11.75,11,Ost,6.0,60389,In den Zeuläckern 60389 Frankfurt,50.1398584,8.7227155,highway,way,In_den_Zeulaeckern,In den Zeulaeckern,In_den_Zeulaeckern_60389.jpeg,1
1806,Niedergärtenstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Niedergärtenstraße 60435 Frankfurt,50.1507757,8.6807746,highway,way,Niedergaertenstrasse,Niedergaertenstrasse,Niedergaertenstrasse_60435.jpeg,1
886,Fuchshohl,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Fuchshohl 60431 Frankfurt,50.1481036,8.6542109,highway,way,Fuchshohl,Fuchshohl,Fuchshohl_60431.jpeg,1
3034,Bruno-Poelke-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Bruno-Poelke-Straße 60486 Frankfurt,50.1135556,8.6144671,highway,way,Bruno-Poelke-Strasse,Bruno-Poelke-Strasse,Bruno-Poelke-Strasse_60486.jpeg,1
590,Carl-Heicke-Weg,4,Ostend,252,4.25,4,Ost,5.0,60385,Carl-Heicke-Weg 60385 Frankfurt,50.1193836,8.7170407,highway,way,Carl-Heicke-Weg,Carl-Heicke-Weg,Carl-Heicke-Weg_60385.jpeg,1
1474,Kolberger Weg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Kolberger Weg 65931 Frankfurt,50.095729,8.496118,highway,way,Kolberger_Weg,Kolberger Weg,Kolberger_Weg_65931.jpeg,1
2364,Titusstraße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Titusstraße 60439 Frankfurt,50.1586619,8.6392454,amenity,node,Titusstrasse,Titusstrasse,Titusstrasse_60439.jpeg,1
1341,Jungmannstraße,6,Griesheim,551,6.39,6A,Gallus,16.0,65933,Jungmannstraße 65933 Frankfurt,50.0923854,8.6054038,highway,way,Jungmannstrasse,Jungmannstrasse,Jungmannstrasse_65933.jpeg,1
2851,An den Gerlachswiesen,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,An den Gerlachswiesen 60388 Frankfurt,50.1499677,8.7598387,highway,way,An_den_Gerlachswiesen,An den Gerlachswiesen,An_den_Gerlachswiesen_60388.jpeg,1
817,Florastraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Florastraße 60487 Frankfurt,50.1254433,8.6401223,highway,way,Florastrasse,Florastrasse,Florastrasse_60487.jpeg,1
1055,Hafnerstraße,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Hafnerstraße 65933 Frankfurt,50.0903533,8.6054191,highway,way,Hafnerstrasse,Hafnerstrasse,Hafnerstrasse_65933.jpeg,1
1075,Hansaallee,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60322,Hansaallee 60322 Frankfurt,50.1229722,8.6757373,highway,way,Hansaallee,Hansaallee,Hansaallee_60322.jpeg,1
2119,Schenkendorfstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Schenkendorfstraße 60431 Frankfurt,50.150237,8.6577149,highway,way,Schenkendorfstrasse,Schenkendorfstrasse,Schenkendorfstrasse_60431.jpeg,1
935,Gervinusstraße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60322,Gervinusstraße 60322 Frankfurt,50.1221868,8.6740529,highway,way,Gervinusstrasse,Gervinusstrasse,Gervinusstrasse_60322.jpeg,1
1918,Pferdskopfweg,6,Zeilsheim,612,6.5,6B,Höchst,17.0,65931,Pferdskopfweg 65931 Frankfurt,50.1010583,8.5014146,highway,way,Pferdskopfweg,Pferdskopfweg,Pferdskopfweg_65931.jpeg,1
233,An der Hauptwache,1,Innenstadt,40,1.03,1,Ost,1.0,60313,An der Hauptwache 60313 Frankfurt,50.1135653,8.6791648,highway,way,An_der_Hauptwache,An der Hauptwache,An_der_Hauptwache_60313.jpeg,1
444,Blauhandgasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Blauhandgasse 60311 Frankfurt,50.1097953,8.6789304,highway,way,Blauhandgasse,Blauhandgasse,Blauhandgasse_60311.jpeg,1
2983,Schreberweg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Schreberweg 60489 Frankfurt,50.1170268,8.60804,highway,way,Schreberweg,Schreberweg,Schreberweg_60489.jpeg,1
3299,Felsenbirnenweg,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Felsenbirnenweg 65929 Frankfurt,50.1123901,8.5501501,highway,way,Felsenbirnenweg,Felsenbirnenweg,Felsenbirnenweg_65929.jpeg,1
3290,Zur Kalbacher Höhe,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Zur Kalbacher Höhe 60438 Frankfurt,50.1754632,8.6420994,highway,way,Zur_Kalbacher_Hoehe,Zur Kalbacher Hoehe,Zur_Kalbacher_Hoehe_60438.jpeg,1
1856,Oeder Weg,3,Nordend-West,120,3.21,3,Ost,3.0,60322,Oeder Weg 60322 Frankfurt,50.1279843,8.6830405,highway,way,Oeder_Weg,Oeder Weg,Oeder_Weg_60322.jpeg,1
855,Freiherr-vom-Stein-Straße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Freiherr-vom-Stein-Straße 60323 Frankfurt,50.1187955,8.6640005,amenity,node,Freiherr-vom-Stein-Strasse,Freiherr-vom-Stein-Strasse,Freiherr-vom-Stein-Strasse_60323.jpeg,1
2328,Taufsteinweg,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Taufsteinweg 60435 Frankfurt,50.1513497,8.6858324,highway,way,Taufsteinweg,Taufsteinweg,Taufsteinweg_60435.jpeg,1
373,Balduinstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Balduinstraße 60599 Frankfurt,50.0983841,8.7147436,highway,way,Balduinstrasse,Balduinstrasse,Balduinstrasse_60599.jpeg,1
3484,Alte Riedbergstraße,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Alte Riedbergstraße 60437 Frankfurt,50.1853757,8.6461174,highway,way,Alte_Riedbergstrasse,Alte Riedbergstrasse,Alte_Riedbergstrasse_60437.jpeg,1
1921,Pfingstweidstraße,4,Ostend,140,4.26,4,Ost,5.0,60316,Pfingstweidstraße 60316 Frankfurt,50.1158233,8.6973753,highway,way,Pfingstweidstrasse,Pfingstweidstrasse,Pfingstweidstrasse_60316.jpeg,1
3198,Heinrich-Hopf-Straße,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Heinrich-Hopf-Straße 65936 Frankfurt,50.1281732,8.5876017,highway,way,Heinrich-Hopf-Strasse,Heinrich-Hopf-Strasse,Heinrich-Hopf-Strasse_65936.jpeg,1
3616,Martin-Elsässer-Platz,4,Ostend,140,4.26,4,Ost,5.0,60314,Martin-Elsässer-Platz 60314 Frankfurt,50.1091623,8.696963065433902,landuse,way,Martin-Elsaesser-Platz,Martin-Elsaesser-Platz,Martin-Elsaesser-Platz_60314.jpeg,1
1670,Markt,1,Altstadt,10,1.01,1,Ost,1.0,60311,Markt 60311 Frankfurt,50.1108673,8.683880235367184,highway,way,Markt,Markt,Markt_60311.jpeg,1
2267,Spielmannstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Spielmannstraße 65934 Frankfurt,50.0987612,8.5695486,highway,way,Spielmannstrasse,Spielmannstrasse,Spielmannstrasse_65934.jpeg,1
2361,Tilsiter Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Tilsiter Straße 60487 Frankfurt,50.1285287,8.6271656,highway,way,Tilsiter_Strasse,Tilsiter Strasse,Tilsiter_Strasse_60487.jpeg,1
1482,Konstantinstraße,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Konstantinstraße 60439 Frankfurt,50.1578251,8.6375476,highway,way,Konstantinstrasse,Konstantinstrasse,Konstantinstrasse_60439.jpeg,1
1986,Reifenberger Straße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Reifenberger Straße 60489 Frankfurt,50.1293617,8.6140144,highway,way,Reifenberger_Strasse,Reifenberger Strasse,Reifenberger_Strasse_60489.jpeg,1
1768,Nathan-Trier-Straße,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Nathan-Trier-Straße 65933 Frankfurt,50.0931588,8.6109625,highway,way,Nathan-Trier-Strasse,Nathan-Trier-Strasse,Nathan-Trier-Strasse_65933.jpeg,1
2725,Merzenstraße,14,Harheim,660,14.81,14,Nord,14.0,60437,Merzenstraße 60437 Frankfurt,50.1860463,8.6954329,highway,way,Merzenstrasse,Merzenstrasse,Merzenstrasse_60437.jpeg,1
81,Am Ameisenberg,4,Bornheim,272,4.22,4,Ost,6.0,60385,Am Ameisenberg 60385 Frankfurt,50.1325033,8.7125437,highway,way,Am_Ameisenberg,Am Ameisenberg,Am_Ameisenberg_60385.jpeg,1
2062,Rudolf-Hilferding-Straße,8,Niederursel,482,8.64,8,Nord,14.0,60439,Rudolf-Hilferding-Straße 60439 Frankfurt,50.1561928,8.6216144,highway,way,Rudolf-Hilferding-Strasse,Rudolf-Hilferding-Strasse,Rudolf-Hilferding-Strasse_60439.jpeg,1
1606,Lönsweg,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Lönsweg 60529 Frankfurt,50.0833364,8.5761734,highway,way,Loensweg,Loensweg,Loensweg_60529.jpeg,1
1440,Kleine Wiesenau,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Kleine Wiesenau 60323 Frankfurt,50.119907,8.6628602,highway,way,Kleine_Wiesenau,Kleine Wiesenau,Kleine_Wiesenau_60323.jpeg,1
3421,Colmarer Straße,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60528,Colmarer Straße 60528 Frankfurt,50.0814168,8.6209319,highway,way,Colmarer_Strasse,Colmarer Strasse,Colmarer_Strasse_60528.jpeg,1
385,Baumweg,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Baumweg 60316 Frankfurt,50.1186131,8.6942202,highway,way,Baumweg,Baumweg,Baumweg_60316.jpeg,1
3555,Ringelnatzgässchen,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Ringelnatzgässchen 60431 Frankfurt,50.149558,8.6636675,highway,way,Ringelnatzgaesschen,Ringelnatzgaesschen,Ringelnatzgaesschen_60431.jpeg,1
2384,Unter den Akazien,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Unter den Akazien 60596 Frankfurt,50.0914487,8.6684633,highway,way,Unter_den_Akazien,Unter den Akazien,Unter_den_Akazien_60596.jpeg,1
1184,Höchster Bahnstraße,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Höchster Bahnstraße 65929 Frankfurt,50.1034312,8.5429429,highway,way,Hoechster_Bahnstrasse,Hoechster Bahnstrasse,Hoechster_Bahnstrasse_65929.jpeg,1
3686,Matthias-Beltz-Platz,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Matthias-Beltz-Platz 60318 Frankfurt,50.12579805,8.691657118127502,highway,way,Matthias-Beltz-Platz,Matthias-Beltz-Platz,Matthias-Beltz-Platz_60318.jpeg,1
24,Albert-Linel-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Albert-Linel-Straße 60486 Frankfurt,50.1119357,8.6341981,highway,way,Albert-Linel-Strasse,Albert-Linel-Strasse,Albert-Linel-Strasse_60486.jpeg,1
1387,Kattowitzer Straße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Kattowitzer Straße 65933 Frankfurt,50.103999,8.5929911,highway,way,Kattowitzer_Strasse,Kattowitzer Strasse,Kattowitzer_Strasse_65933.jpeg,1
2317,Stützeläckerweg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Stützeläckerweg 60489 Frankfurt,50.1303777,8.596839530043916,highway,way,Stuetzelaeckerweg,Stuetzelaeckerweg,Stuetzelaeckerweg_60489.jpeg,1
2017,Ringelstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Ringelstraße 60385 Frankfurt,50.1254351,8.71019,highway,way,Ringelstrasse,Ringelstrasse,Ringelstrasse_60385.jpeg,1
2113,Scheidstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Scheidstraße 60320 Frankfurt,50.1413109,8.6824513,highway,way,Scheidstrasse,Scheidstrasse,Scheidstrasse_60320.jpeg,1
210,Am Wendelsgarten,10,Bonames,491,10.7,10,Nord,14.0,60437,Am Wendelsgarten 60437 Frankfurt,50.1838783,8.6660835,highway,way,Am_Wendelsgarten,Am Wendelsgarten,Am_Wendelsgarten_60437.jpeg,1
215,An den Drei Brunnen,9,Ginnheim,441,9.67,9,Nord,12.0,60431,An den Drei Brunnen 60431 Frankfurt,50.1381098,8.6499133,highway,way,An_den_Drei_Brunnen,An den Drei Brunnen,An_den_Drei_Brunnen_60431.jpeg,1
3293,Josef-Dey-Weg,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Josef-Dey-Weg 65929 Frankfurt,50.1143052,8.5515035,highway,way,Josef-Dey-Weg,Josef-Dey-Weg,Josef-Dey-Weg_65929.jpeg,1
1713,Mendelssohnstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Mendelssohnstraße 60325 Frankfurt,50.1171423,8.6586045,amenity,node,Mendelssohnstrasse,Mendelssohnstrasse,Mendelssohnstrasse_60325.jpeg,1
1319,Jacob-Schiff-Straße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Jacob-Schiff-Straße 60433 Frankfurt,50.1477632,8.6689007,highway,way,Jacob-Schiff-Strasse,Jacob-Schiff-Strasse,Jacob-Schiff-Strasse_60433.jpeg,1
1615,Lotzstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Lotzstraße 65934 Frankfurt,50.1006474,8.5705483,highway,way,Lotzstrasse,Lotzstrasse,Lotzstrasse_65934.jpeg,1
1767,Nassauer Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Nassauer Straße 60439 Frankfurt,50.1601311,8.6472643,highway,way,Nassauer_Strasse,Nassauer Strasse,Nassauer_Strasse_60439.jpeg,1
1157,Hersfelder Straße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Hersfelder Straße 60487 Frankfurt,50.1228315,8.6359217,highway,way,Hersfelder_Strasse,Hersfelder Strasse,Hersfelder_Strasse_60487.jpeg,1
2844,Am Michlersbrunnen,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Michlersbrunnen 60388 Frankfurt,50.1564272,8.7556129,highway,way,Am_Michlersbrunnen,Am Michlersbrunnen,Am_Michlersbrunnen_60388.jpeg,1
739,Eppsteiner Straße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Eppsteiner Straße 60323 Frankfurt,50.1202398,8.6653468,highway,way,Eppsteiner_Strasse,Eppsteiner Strasse,Eppsteiner_Strasse_60323.jpeg,1
2205,Schweizer Straße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schweizer Straße 60594 Frankfurt,50.0994764,8.6825434,highway,way,Schweizer_Strasse,Schweizer Strasse,Schweizer_Strasse_60594.jpeg,1
599,Cheruskerweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Cheruskerweg 65929 Frankfurt,50.1158053,8.5361671,highway,way,Cheruskerweg,Cheruskerweg,Cheruskerweg_65929.jpeg,1
1112,Heidetränkstraße,8,Niederursel,481,8.63,8,Nord,14.0,60439,Heidetränkstraße 60439 Frankfurt,50.1650116,8.628471,highway,way,Heidetraenkstrasse,Heidetraenkstrasse,Heidetraenkstrasse_60439.jpeg,1
1342,Jungstraße,2,Bockenheim,341,2.13,2,Bockenheim,13.0,60486,Jungstraße 60486 Frankfurt,50.118547,8.647356,highway,way,Jungstrasse,Jungstrasse,Jungstrasse_60486.jpeg,1
285,Auerswaldstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Auerswaldstraße 60385 Frankfurt,50.1195007,8.7134998,highway,way,Auerswaldstrasse,Auerswaldstrasse,Auerswaldstrasse_60385.jpeg,1
3722,Ostpark,4,Ostend,261,4.27,4,Ost,5.0,60385,Ostpark 60385 Frankfurt,50.11988655,8.722473844163996,leisure,way,Ostpark,Ostpark,Ostpark_60385.jpeg,1
1789,Neumannstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Neumannstraße 60433 Frankfurt,50.1497557,8.6658711,highway,way,Neumannstrasse,Neumannstrasse,Neumannstrasse_60433.jpeg,1
1123,Heinrich-Hardt-Straße,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Heinrich-Hardt-Straße 65933 Frankfurt,50.1031913,8.6002274,highway,way,Heinrich-Hardt-Strasse,Heinrich-Hardt-Strasse,Heinrich-Hardt-Strasse_65933.jpeg,1
852,Frauenlobstraße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Frauenlobstraße 60487 Frankfurt,50.1286271,8.6533768,amenity,node,Frauenlobstrasse,Frauenlobstrasse,Frauenlobstrasse_60487.jpeg,1
994,Große Gallusstraße,1,Innenstadt,40,1.03,1,Ost,1.0,60315,Große Gallusstraße 60315 Frankfurt,50.1116764,8.6744835,highway,way,Grosse_Gallusstrasse,Grosse Gallusstrasse,Grosse_Gallusstrasse_60315.jpeg,1
696,Ehingerstraße,1,Gallus,154,1.05,1,Gallus,16.0,60326,Ehingerstraße 60326 Frankfurt,50.1000903,8.626903,highway,way,Ehingerstrasse,Ehingerstrasse,Ehingerstrasse_60326.jpeg,1
2127,Schillerstraße,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Schillerstraße 60313 Frankfurt,50.1147237,8.6786061,amenity,node,Schillerstrasse,Schillerstrasse,Schillerstrasse_60313.jpeg,1
693,Egelsbacher Straße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Egelsbacher Straße 60528 Frankfurt,50.0858783,8.6480372,highway,way,Egelsbacher_Strasse,Egelsbacher Strasse,Egelsbacher_Strasse_60528.jpeg,1
43,Alte Brücke,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Alte Brücke 60594 Frankfurt,50.107379,8.6877596,highway,way,Alte_Bruecke,Alte Bruecke,Alte_Bruecke_60594.jpeg,1
1855,Odrellstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Odrellstraße 60486 Frankfurt,50.1143184,8.6329495,highway,way,Odrellstrasse,Odrellstrasse,Odrellstrasse_60486.jpeg,1
1589,Liliencronstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Liliencronstraße 60320 Frankfurt,50.140628,8.6682312,highway,way,Liliencronstrasse,Liliencronstrasse,Liliencronstrasse_60320.jpeg,1
2316,Strubbergstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Strubbergstraße 60489 Frankfurt,50.1226167,8.6055333,highway,way,Strubbergstrasse,Strubbergstrasse,Strubbergstrasse_60489.jpeg,1
2048,Roßmarkt,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Roßmarkt 60311 Frankfurt,50.11225945,8.676652392870064,highway,way,Rossmarkt,Rossmarkt,Rossmarkt_60311.jpeg,1
1859,Oestricher Weg,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Oestricher Weg 60529 Frankfurt,50.0827866,8.5676042,highway,way,Oestricher_Weg,Oestricher Weg,Oestricher_Weg_60529.jpeg,1
